FlightDate,IATA_CODE_Reporting_Airline,flight_number,Tail_Number,Origin,OriginCityName,Dest,route,CRSDepTime,scheduled_departure_hour,scheduled_departure_bucket,DepTime,DepDelay,DepDelayMinutes,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,Cancelled,CancellationCode,Diverted,CRSElapsedTime,ActualElapsedTime,Distance
2024-04-14,DL,DL2801.0,N307DU,ORD,"Chicago, IL",MSP,ORD→MSP,2020,20,night,2044.0,24.0,24.0,2158,2231.0,33.0,33.0,False,,False,98.0,107.0,334.0
2024-04-14,DL,DL2841.0,N949AT,ORD,"Chicago, IL",MSP,ORD→MSP,1740,17,evening,1757.0,17.0,17.0,1909,1920.0,11.0,11.0,False,,False,89.0,83.0,334.0
2024-04-14,DL,DL2946.0,N952AT,ORD,"Chicago, IL",MSP,ORD→MSP,930,9,late_morning,912.0,-18.0,0.0,1059,1031.0,-28.0,0.0,False,,False,89.0,79.0,334.0
2024-04-14,MQ,MQ3306.0,N236NN,ORD,"Chicago, IL",MSP,ORD→MSP,1520,15,afternoon,1517.0,-3.0,0.0,1650,1633.0,-17.0,0.0,False,,False,90.0,76.0,334.0
2024-04-14,MQ,MQ3596.0,N230NN,ORD,"Chicago, IL",MSP,ORD→MSP,858,8,early_morning,857.0,-1.0,0.0,1043,1016.0,-27.0,0.0,False,,False,105.0,79.0,334.0
2024-04-14,MQ,MQ3601.0,N200NN,ORD,"Chicago, IL",MSP,ORD→MSP,1330,13,afternoon,1328.0,-2.0,0.0,1500,1443.0,-17.0,0.0,False,,False,90.0,75.0,334.0
2024-04-14,MQ,MQ3663.0,N288NN,ORD,"Chicago, IL",MSP,ORD→MSP,1203,12,afternoon,1207.0,4.0,4.0,1332,1320.0,-12.0,0.0,False,,False,89.0,73.0,334.0
2024-04-14,OO,OO4787.0,N624UX,ORD,"Chicago, IL",MSP,ORD→MSP,1558,15,afternoon,1554.0,-4.0,0.0,1732,1714.0,-18.0,0.0,False,,False,94.0,80.0,334.0
2024-04-14,UA,UA1113.0,N14249,ORD,"Chicago, IL",MSP,ORD→MSP,1303,13,afternoon,1348.0,45.0,45.0,1433,1505.0,32.0,32.0,False,,False,90.0,77.0,334.0
2024-04-14,UA,UA1363.0,N28478,ORD,"Chicago, IL",MSP,ORD→MSP,2145,21,night,2138.0,-7.0,0.0,2315,2258.0,-17.0,0.0,False,,False,90.0,80.0,334.0
2024-04-14,UA,UA1904.0,N426UA,ORD,"Chicago, IL",MSP,ORD→MSP,845,8,early_morning,841.0,-4.0,0.0,1018,958.0,-20.0,0.0,False,,False,93.0,77.0,334.0
2024-04-14,UA,UA2620.0,N39423,ORD,"Chicago, IL",MSP,ORD→MSP,2012,20,night,2107.0,55.0,55.0,2142,2224.0,42.0,42.0,False,,False,90.0,77.0,334.0
2024-04-14,UA,UA467.0,N474UA,ORD,"Chicago, IL",MSP,ORD→MSP,1430,14,afternoon,1510.0,40.0,40.0,1601,1623.0,22.0,22.0,False,,False,91.0,73.0,334.0
2024-04-14,DL,DL1447.0,N920DU,PDX,"Portland, OR",MSP,PDX→MSP,620,6,early_morning,616.0,-4.0,0.0,1136,1126.0,-10.0,0.0,False,,False,196.0,190.0,1426.0
2024-04-14,DL,DL1457.0,N851DN,PDX,"Portland, OR",MSP,PDX→MSP,50,0,red_eye,47.0,-3.0,0.0,603,551.0,-12.0,0.0,False,,False,193.0,184.0,1426.0
2024-04-14,DL,DL1500.0,N856DN,PDX,"Portland, OR",MSP,PDX→MSP,1256,12,afternoon,1251.0,-5.0,0.0,1811,1800.0,-11.0,0.0,False,,False,195.0,189.0,1426.0
2024-04-14,DL,DL1471.0,N316DU,PHL,"Philadelphia, PA",MSP,PHL→MSP,1814,18,evening,1812.0,-2.0,0.0,2010,2002.0,-8.0,0.0,False,,False,176.0,170.0,980.0
2024-04-14,DL,DL1530.0,N888DU,PHL,"Philadelphia, PA",MSP,PHL→MSP,600,6,early_morning,557.0,-3.0,0.0,751,735.0,-16.0,0.0,False,,False,171.0,158.0,980.0
2024-04-14,DL,DL2217.0,N957AT,PHL,"Philadelphia, PA",MSP,PHL→MSP,1145,11,late_morning,1204.0,19.0,19.0,1334,1355.0,21.0,21.0,False,,False,169.0,171.0,980.0
2024-04-14,OH,OH5118.0,N561NN,PHL,"Philadelphia, PA",MSP,PHL→MSP,1900,19,evening,1853.0,-7.0,0.0,2107,2141.0,34.0,34.0,False,,False,187.0,228.0,980.0
2024-04-14,OH,OH5324.0,N600NN,PHL,"Philadelphia, PA",MSP,PHL→MSP,1050,10,late_morning,1046.0,-4.0,0.0,1254,1231.0,-23.0,0.0,False,,False,184.0,165.0,980.0
2024-04-14,AA,AA1756.0,N862NN,PHX,"Phoenix, AZ",MSP,PHX→MSP,841,8,early_morning,835.0,-6.0,0.0,1354,1329.0,-25.0,0.0,False,,False,193.0,174.0,1276.0
2024-04-14,AA,AA447.0,N915AN,PHX,"Phoenix, AZ",MSP,PHX→MSP,1855,18,evening,1915.0,20.0,20.0,2359,2358.0,-1.0,0.0,False,,False,184.0,163.0,1276.0
2024-04-14,DL,DL1560.0,N582NW,PHX,"Phoenix, AZ",MSP,PHX→MSP,625,6,early_morning,623.0,-2.0,0.0,1126,1113.0,-13.0,0.0,False,,False,181.0,170.0,1276.0
2024-04-14,DL,DL2087.0,N115DN,PHX,"Phoenix, AZ",MSP,PHX→MSP,931,9,late_morning,925.0,-6.0,0.0,1436,1420.0,-16.0,0.0,False,,False,185.0,175.0,1276.0
